条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.308,44,39,12,2,0,2,0,0,2,2,1,0.333
1-0より,.357,32,28,10,0,1,2,0,0,1,2,1,0.367
2-0より,.667,3,3,2,2,0,0,0,0,0,0,0,0.667
3-0より,-,6,0,0,0,0,0,0,6,0,0,0,1.0
0-1より,.296,28,27,8,1,1,0,0,0,1,0,0,0.321
1-1より,.172,29,29,5,1,1,0,0,0,0,0,0,0.172
2-1より,.471,18,17,8,1,1,2,0,0,1,0,0,0.5
3-1より,.667,9,6,4,0,1,0,0,3,0,0,0,0.778
0-2より,.143,24,21,3,1,0,0,8,0,3,0,0,0.25
1-2より,.180,52,50,9,1,0,0,28,0,2,0,0,0.212
2-2より,.122,41,41,5,1,1,0,19,0,0,0,0,0.122
3-2より,.206,46,34,7,0,1,1,14,12,0,0,0,0.413
