チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.273,3,13,11,3,3,0,0,0,3,2,1,2,1,0,0,0,0,0,0,0.385,0.273,0.657
阪神,0.091,3,12,11,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0.167,0.091,0.258
ＤｅＮＡ,0.333,2,7,6,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0.429,0.333,0.762
広島,0.273,3,12,11,0,3,2,0,0,5,2,1,1,0,0,0,0,0,0,1,0.333,0.455,0.788
ヤクルト,0.154,3,14,13,0,2,1,0,0,3,0,2,0,0,1,0,0,0,0,0,0.214,0.231,0.445
中日,0.1,3,13,10,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0.308,0.1,0.408
