球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
京セラD大阪,.241,60,234,212,21,51,10,0,8,85,27,33,18,2,2,0,2,0,0,2,.303,.401,0.704
みずほPayPay,.118,10,39,34,1,4,2,0,1,9,1,10,5,0,0,0,0,0,0,1,.231,.265,0.495
エスコンＦ,.238,11,48,42,6,10,1,0,3,20,5,9,6,0,0,0,0,0,0,1,.333,.476,0.81
ZOZOマリン,.214,10,45,42,2,9,1,0,0,10,3,6,2,0,0,0,1,0,0,2,.244,.238,0.483
楽天モバイル,.333,12,48,42,4,14,4,0,0,18,7,6,6,0,0,0,0,0,0,1,.417,.429,0.845
ベルーナドーム,.364,9,36,33,4,12,1,0,1,16,2,6,1,0,2,0,0,1,0,0,.417,.485,0.902
Pa その他,.412,8,36,34,3,14,0,0,0,14,6,6,1,0,0,0,1,0,0,0,.417,.412,0.828
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,.091,3,12,11,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,.167,.091,0.258
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,.154,3,14,13,0,2,1,0,0,3,0,2,0,0,1,0,0,0,0,0,.214,.231,0.445
バンテリンドーム,.100,3,13,10,0,1,0,0,0,1,3,0,3,0,0,0,0,0,0,0,.308,.100,0.408
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
