左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
40.5% (157),40.5% (157),40.5% (157),24.5% (95),24.5% (95),24.5% (95),35.1% (136),35.1% (136),35.1% (136)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
44.8% (47),100.0% (13),35.9% (97),34.3% (36),0.0% (0),21.9% (59),21.0% (22),0.0% (0),42.2% (114)
