左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
46.6% (55),46.6% (55),46.6% (55),21.2% (25),21.2% (25),21.2% (25),32.2% (38),32.2% (38),32.2% (38)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
36.7% (11),100.0% (2),48.8% (42),36.7% (11),0.0% (0),16.3% (14),26.7% (8),0.0% (0),34.9% (30)
