左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
33.3% (2),33.3% (2),33.3% (2),16.7% (1),16.7% (1),16.7% (1),50.0% (3),50.0% (3),50.0% (3)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
0.0% (0),- (0),50.0% (2),50.0% (1),- (0),0.0% (0),50.0% (1),- (0),50.0% (2)
