種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,4.05,5,0,5,0,0,0,0,0,0,0,0,6.2,8,1,6,3,2,4,3,1.65,0.276,-,1.67
Visitor,7.94,5,0,5,0,0,0,0,0,0,0,0,5.2,6,1,6,3,0,5,5,1.59,0.273,-,1.13
