HQS率-,SQS率-,被打率.253,被BABIP.328,被出塁率.352,被長打率.342,K/BB1.82,K/98.31,BB/94.57,HR/90.42,GO/AO2.00,援護率-,IPR2.17,NHB%15.0%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
3.05,71.9%,-2.13,-0.25,-2.84,125,4.1,0,0,21.2,10,3,14,
