アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,102,32.3%,安打,123,83.1%
フライ,160,50.6%,四死球,21,14.2%
空三振,37,11.7%,失策出塁,3,2.0%
見三振,12,3.8%,野選,1,0.7%
犠打,5,1.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
