打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.253,43,166,150,21,38,6,0,5,59,24,19,10,0,1,3,2,3,0,0,0.301,0.393,0.694
Nighter,0.3,76,297,283,33,85,20,1,7,128,29,30,10,1,0,2,2,7,2,0,0.322,0.452,0.774
