条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.167,19,18,3,0,0,0,0,0,0,1,0,0.167
1-0より,.364,13,11,4,1,0,1,0,1,1,0,0,0.462
2-0より,.000,3,3,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,3,0,0,0,0,0,0,2,0,1,0,1.0
0-1より,.333,9,9,3,1,0,0,0,0,0,0,0,0.333
1-1より,.143,14,14,2,0,0,2,0,0,0,0,0,0.143
2-1より,1.000,2,1,1,0,0,0,0,0,0,1,0,1.0
3-1より,.500,8,4,2,0,0,0,0,4,0,0,0,0.75
0-2より,.100,31,30,3,0,0,0,13,0,1,0,0,0.129
1-2より,.121,33,33,4,2,0,0,17,0,0,0,0,0.121
2-2より,.100,30,30,3,0,0,0,14,0,0,0,0,0.1
3-2より,.176,23,17,3,1,0,0,12,6,0,0,0,0.391
