条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.327,64,55,18,2,0,1,0,3,3,3,0,0.393
1-0より,0.224,52,49,11,4,0,1,0,0,0,3,0,0.224
2-0より,0.4,7,5,2,0,0,0,0,2,0,0,0,0.571
3-0より,0.0,6,1,0,0,0,0,0,5,0,0,0,0.833
0-1より,0.366,42,41,15,3,0,2,0,0,0,1,0,0.366
1-1より,0.233,64,60,14,2,0,0,0,0,2,1,1,0.254
2-1より,0.216,38,37,8,2,0,1,0,0,0,0,1,0.211
3-1より,0.25,14,4,1,1,0,0,0,10,0,0,0,0.786
0-2より,0.151,53,53,8,1,0,0,24,0,0,0,0,0.151
1-2より,0.143,99,98,14,2,0,1,41,0,0,1,0,0.143
2-2より,0.194,108,108,21,4,0,2,41,0,0,0,0,0.194
3-2より,0.197,78,61,12,2,0,1,25,16,1,0,0,0.372
