条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.219,289,265,58,10,0,5,60,16,5,3,0
対左打者,0.215,336,307,66,13,0,4,71,20,1,6,2
