球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,711,43.6%,147.7,43,131,176,207,49.2%,11.5%,.369,176,65,5,25,10,1
フォーク,188,11.5%,136.1,29,19,40,56,46.8%,25.7%,.236,55,13,0,11,2,0
スライダー,181,11.1%,130.2,15,39,36,61,49.7%,18.5%,.265,34,9,0,5,0,0
カットボール,146,8.9%,137.6,21,28,39,39,60.3%,26.6%,.269,26,7,0,7,0,0
チェンジアップ,102,6.3%,130.2,14,14,16,38,43.1%,28.0%,.273,22,6,0,2,0,0
カーブ,99,6.1%,115.3,7,23,13,39,43.4%,18.9%,.200,20,4,0,3,1,0
スプリット,72,4.4%,140.6,14,8,11,23,45.8%,34.1%,.273,22,6,0,7,0,0
ツーシーム,58,3.6%,144.8,3,10,13,15,44.8%,9.1%,.294,17,5,0,0,2,0
パワーカーブ,21,1.3%,123.4,0,5,4,8,42.9%,0.0%,.250,4,1,0,0,0,0
シュート,19,1.2%,140.4,0,2,1,11,15.8%,0.0%,.400,5,2,0,0,0,0
ナックルカーブ,13,0.8%,124.5,0,5,2,5,53.8%,0.0%,1.000,1,1,0,0,1,0
シンカー,10,0.6%,129.1,1,2,1,4,40.0%,25.0%,.000,2,0,0,0,0,0
縦スライダー,9,0.6%,130.1,1,1,2,3,44.4%,20.0%,.500,2,1,0,0,0,1
ワンシーム,2,0.1%,135.0,0,0,0,1,0.0%,0.0%,.000,1,0,0,0,0,0
高速スライダー,1,0.1%,139.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
