マルチ安,猛打賞,固め打ち,2得点超,3打点超,マルチ本,ソロ,2ラン,3ラン,満塁弾,3三振超,2四死超,マルチ盗,2失超
41,9,1,3,3,0,3,1,1,0,3,1,0,0
