打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,91,33,0.363,4,13,4,0,0,0.389
2打席目,92,25,0.272,1,14,2,1,0,0.287
3打席目,91,29,0.319,0,11,2,0,1,0.33
4打席目,83,25,0.301,0,18,7,0,0,0.356
5打席目以上,29,8,0.276,0,3,5,3,0,0.382
