条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.218,96,87,19,3,0,1,28,4,0,5,0
対左打者,0.208,111,101,21,3,0,1,44,7,1,2,0
