アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,71,31.1%,安打,56,70.9%
フライ,67,29.4%,四死球,23,29.1%
空三振,55,24.1%,失策出塁,0,0.0%
見三振,22,9.6%,野選,0,0.0%
犠打,13,5.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
