条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.209,179,153,32,3,3,1,44,14,3,8,1
対左打者,0.207,128,116,24,4,1,0,33,4,2,5,1
