アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,28,43.8%,安打,23,65.7%
フライ,21,32.8%,四死球,12,34.3%
空三振,11,17.2%,失策出塁,0,0.0%
見三振,2,3.1%,野選,0,0.0%
犠打,2,3.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
