条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.333,46,39,13,1,0,2,6,7,0,0,0
対左打者,0.217,53,46,10,1,1,2,7,4,1,2,0
