条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.226,306,279,63,13,0,4,67,18,4,4,1
対左打者,0.276,418,377,104,12,1,6,54,23,2,14,2
