アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,37,32.5%,安打,34,68.0%
フライ,33,28.9%,四死球,15,30.0%
空三振,35,30.7%,失策出塁,1,2.0%
見三振,8,7.0%,野選,0,0.0%
犠打,1,0.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
