種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,4.66,21,0,21,1,2,3,0,4,1,1,2,19.1,22,1,25,7,2,10,10,1.5,0.297,-,1.93
Visitor,2.14,21,0,21,0,0,6,0,6,0,0,0,21.0,12,0,18,5,1,5,5,0.81,0.162,-,4.2
