条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.179,44,39,7,2,0,1,13,4,1,0,0
対左投手,0.286,15,14,4,0,0,0,3,1,0,0,0
