球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ツーシーム,1151,52.1%,147.9,69,268,230,357,49.3%,13.1%,0.294,265,78,2,44,31,2
スライダー,451,20.4%,132.5,58,92,63,163,47.2%,29.6%,0.176,91,16,0,16,10,1
ナックルカーブ,360,16.3%,129.7,67,35,51,151,42.5%,38.5%,0.245,106,26,1,51,5,1
カットボール,132,6.0%,140.2,10,29,19,53,43.9%,20.0%,0.318,22,7,0,1,1,1
チェンジアップ,70,3.2%,136.3,7,6,5,43,25.7%,33.3%,0.182,11,2,0,3,0,0
ストレート,43,1.9%,148.2,1,5,17,14,53.5%,4.2%,0.222,9,2,0,4,0,0
スプリット,3,0.1%,134.0,1,1,0,0,66.7%,50.0%,0.0,1,0,0,0,0,0
