球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
京セラD大阪,3.79,11,11,0,2,4,0,0,0,0,0,0,59.1,57,2,54,21,2,27,25,1.31,0.249,3.26,-
みずほPayPay,0.00,1,1,0,0,0,0,0,0,0,0,0,6.0,4,0,7,5,0,0,0,1.5,0.2,0.00,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,2.67,5,5,0,0,2,0,0,0,0,0,0,30.1,27,0,26,11,1,10,9,1.25,0.231,1.54,-
楽天モバイル,1.29,1,1,0,1,0,0,0,0,0,0,0,7.0,7,0,5,1,1,1,1,1.14,0.259,3.38,-
ベルーナドーム,2.55,3,3,0,1,2,0,0,0,0,0,0,17.2,27,1,17,5,0,7,5,1.81,0.346,0.90,-
Pa その他,0.00,1,1,0,1,0,0,0,0,0,0,0,6.1,5,0,7,2,0,0,0,1.11,0.227,1.29,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,9.00,1,1,0,0,0,0,0,0,0,0,0,3.0,4,0,3,2,1,3,3,2.0,0.333,18.00,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
