アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,11,29.7%,安打,17,68.0%
フライ,5,13.5%,四死球,8,32.0%
空三振,16,43.2%,失策出塁,0,0.0%
見三振,3,8.1%,野選,0,0.0%
犠打,2,5.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
