打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,24,2,0.083,0,9,0,0,1,0.08
2打席目,21,6,0.286,0,5,4,0,0,0.4
3打席目,23,9,0.391,1,6,0,0,0,0.391
4打席目,11,2,0.182,0,4,3,1,0,0.357
5打席目以上,5,0,0.0,0,3,0,0,0,0.0
