左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
38.6% (22),38.6% (22),38.6% (22),22.8% (13),22.8% (13),22.8% (13),38.6% (22),38.6% (22),38.6% (22)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
27.8% (5),100.0% (1),42.1% (16),27.8% (5),0.0% (0),21.1% (8),44.4% (8),0.0% (0),36.8% (14)
