種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.57,8,0,8,1,1,1,0,2,1,1,1,7.0,6,0,4,3,0,2,2,1.29,0.24,-,3.5
Visitor,1.23,8,0,8,1,0,1,0,2,1,1,0,7.1,6,1,2,0,1,1,1,0.82,0.24,-,7.33
