球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.274,70,278,266,33,73,18,0,9,118,38,44,8,1,4,0,0,1,1,5,.306,.444,0.749
東京ドーム,.292,11,49,48,3,14,2,0,1,19,3,8,1,0,0,0,0,0,0,0,.306,.396,0.702
甲子園,.289,12,50,45,4,13,1,0,0,14,1,8,4,0,1,0,0,0,0,1,.360,.311,0.671
横浜,.327,13,59,55,8,18,3,0,4,33,9,7,3,0,1,0,0,0,0,1,.373,.600,0.973
神宮,.306,10,40,36,3,11,0,0,2,17,7,2,3,0,1,0,0,0,1,1,.375,.472,0.847
バンテリンドーム,.231,10,41,39,3,9,2,0,1,14,3,5,2,1,0,0,0,1,0,0,.268,.359,0.627
Ce その他,.167,3,13,12,2,2,0,0,0,2,0,4,0,0,1,0,0,0,0,0,.231,.167,0.397
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.364,3,13,11,2,4,3,0,0,7,2,2,0,0,1,0,1,0,0,0,.385,.636,1.021
ZOZOマリン,.231,3,15,13,1,3,0,0,0,3,2,2,1,1,0,0,1,0,1,0,.267,.231,0.497
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.143,3,14,14,1,2,1,0,0,3,0,2,0,0,0,0,0,0,0,0,.143,.214,0.357
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
