条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.333,75,69,23,2,0,4,0,2,3,0,1,0.373
1-0より,.395,43,43,17,3,0,4,0,0,0,0,0,0.395
2-0より,.417,13,12,5,0,0,0,0,0,0,0,1,0.385
3-0より,-,4,0,0,0,0,0,0,4,0,0,0,1.0
0-1より,.311,61,61,19,6,0,1,0,0,0,0,0,0.311
1-1より,.277,48,47,13,5,0,1,0,0,1,0,0,0.292
2-1より,.346,26,26,9,2,0,1,0,0,0,0,0,0.346
3-1より,.200,10,5,1,1,0,0,0,5,0,0,0,0.6
0-2より,.200,56,55,11,5,0,0,20,0,1,0,0,0.214
1-2より,.263,95,95,25,4,0,2,29,0,0,0,0,0.263
2-2より,.190,87,84,16,1,0,4,27,0,3,0,0,0.218
3-2より,.238,54,42,10,1,0,0,8,11,1,0,0,0.407
