種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,4.5,7,0,7,0,0,1,0,1,0,0,0,6.0,9,1,6,1,0,3,3,1.67,0.36,-,2.0
Nighter,2.75,23,0,23,0,1,2,1,2,1,0,1,19.2,15,2,19,6,0,6,6,1.07,0.211,-,3.28
