種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.83,28,0,28,0,2,10,7,10,7,0,2,28.2,23,1,26,8,1,10,9,1.08,0.213,-,2.87
Visitor,1.3,22,1,21,2,2,10,5,11,6,1,2,27.2,14,2,21,8,4,4,4,0.8,0.152,9.00,5.67
