HQS率-,SQS率-,被打率.267,被BABIP.286,被出塁率.353,被長打率.267,K/BB0.50,K/92.08,BB/94.15,HR/90.00,GO/AO0.67,援護率-,IPR99.00,NHB%25.0%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
3.66,100.0%,1.61,0.19,1.46,13,0.0,0,0,4.1,0,1,4,
