種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.84,12,12,0,4,8,0,0,0,0,0,0,79.1,77,2,51,15,3,33,25,1.16,0.257,3.87,-
Visitor,2.1,10,10,0,2,6,0,0,0,0,0,0,73.0,63,4,41,22,2,20,17,1.16,0.238,2.22,-
