防御率2.48,試合22,先発22,救援0,連投(試)0,連投(日)0,勝利6,敗戦14,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投3,完封0,無四球1
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.300,152.1,622,2328,15.3,140,6,92,37,3,5,1,0,53,42,1.16,86.4%
