種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.5,1,1,0,0,1,0,0,0,0,0,0,6.0,6,0,3,3,0,2,1,1.5,0.25,0.0,-
Nighter,2.52,21,21,0,6,13,0,0,0,0,0,0,146.1,134,6,89,34,5,51,41,1.15,0.248,3.18,-
