アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,176,40.6%,安打,140,74.5%
フライ,153,35.3%,四死球,42,22.3%
空三振,71,16.4%,失策出塁,6,3.2%
見三振,21,4.8%,野選,0,0.0%
犠打,13,3.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
