種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,4.15,10,0,10,1,3,2,1,3,2,1,3,8.2,7,1,9,5,0,4,4,1.38,0.226,-,2.17
Nighter,8.18,11,0,11,0,0,3,0,3,0,0,0,11.0,15,3,6,3,1,10,10,1.64,0.333,-,1.1
