条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.25,54,48,12,1,0,3,11,3,1,2,0
対左打者,0.357,35,28,10,1,0,1,4,5,0,1,1
