防御率4.25,試合41,先発0,救援41,連投(試)1,連投(日)1,勝利5,敗戦3,HLD13,Ｓ0,ＨＰ18,ＳＰ5,救勝5,救敗3,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.625,36.0,158,609,16.9,42,1,32,8,1,2,0,0,17,17,1.39,-
