打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,12,5,0.417,0,4,0,0,0,0.417
2打席目,12,2,0.167,0,5,0,0,0,0.167
3打席目,10,0,0.0,0,3,1,1,0,0.091
4打席目,8,2,0.25,0,1,2,0,0,0.4
5打席目以上,4,0,0.0,0,3,0,0,0,0.0
