球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,120,42.7%,147.8,3,27,16,48,38.3%,6.7%,.129,31,4,0,5,2,1
スライダー,47,16.7%,131.5,3,19,4,17,55.3%,27.3%,.200,5,1,0,1,1,0
フォーク,24,8.5%,136.3,9,3,2,8,58.3%,69.2%,.143,7,1,0,5,1,0
スプリット,21,7.5%,139.9,4,3,0,12,33.3%,66.7%,.000,2,0,0,0,2,0
チェンジアップ,17,6.0%,136.7,3,3,2,8,47.1%,50.0%,.500,2,1,0,1,0,0
カーブ,14,5.0%,112.9,2,5,1,6,57.1%,66.7%,-,0,0,0,0,0,0
ツーシーム,13,4.6%,143.6,2,4,1,4,53.8%,40.0%,.500,2,1,1,0,0,0
カットボール,10,3.6%,135.3,2,3,0,5,50.0%,100.0%,.000,2,0,0,2,0,1
シンカー,9,3.2%,131.7,1,4,2,1,77.8%,25.0%,.000,3,0,0,2,0,0
ナックルカーブ,3,1.1%,128.0,0,1,0,2,33.3%,-%,-,0,0,0,0,0,1
シュート,2,0.7%,140.5,1,0,0,0,50.0%,50.0%,.000,1,0,0,0,0,0
パワーカーブ,1,0.4%,120.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
