守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,.059,5,19,17,2,1,0,0,1,4,1,3,1,0,1,0,0,0,0,0,.158,.235,0.393
三塁手,.182,4,14,11,0,2,2,0,0,4,2,3,3,0,0,0,0,0,0,1,.357,.364,0.721
遊撃手,.263,6,21,19,5,5,3,1,0,10,0,7,2,0,0,0,0,0,1,2,.333,.526,0.86
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.000,18,10,8,3,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,.200,.000,0.2
