アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,15,31.9%,安打,8,47.1%
フライ,16,34.0%,四死球,9,52.9%
空三振,9,19.1%,失策出塁,0,0.0%
見三振,7,14.9%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
