条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.235,17,17,4,0,0,0,0,5,0,0,0,0,.235
1塁,.000,5,5,0,0,0,0,0,0,0,0,0,0,.000
2塁,.000,3,1,0,0,0,0,0,0,1,0,1,0,.500
3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
1・2塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
1・3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
2・3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
満塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
得点圏,.000,3,1,0,0,0,0,0,0,1,0,1,0,.500
