アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,14,31.8%,安打,14,66.7%
フライ,18,40.9%,四死球,7,33.3%
空三振,6,13.6%,失策出塁,0,0.0%
見三振,6,13.6%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
