防御率0.00,試合12,先発0,救援12,連投(試)2,連投(日)1,勝利0,敗戦0,HLD4,Ｓ0,ＨＰ4,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
-,12.1,47,169,13.7,8,0,3,5,1,0,0,0,0,0,1.05,-
