アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,17,50.0%,安打,8,61.5%
フライ,12,35.3%,四死球,5,38.5%
空三振,3,8.8%,失策出塁,0,0.0%
見三振,0,0.0%,野選,0,0.0%
犠打,2,5.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
