球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,81,47.9%,145.9,4,16,20,28,49.4%,10.8%,0.333,12,4,0,1,4,0
カットボール,42,24.9%,136.0,5,9,9,9,54.8%,20.8%,0.083,12,1,0,2,0,0
スライダー,27,16.0%,124.9,2,4,0,12,22.2%,18.2%,0.222,9,2,0,0,0,0
チェンジアップ,17,10.1%,123.1,1,0,4,7,29.4%,10.0%,0.0,5,0,0,0,0,0
フォーク,2,1.2%,132.5,0,0,0,0,0.0%,0.0%,0.5,2,1,0,0,0,0
