条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.292,28,24,7,2,1,1,10,2,0,0,2
対左打者,0.385,34,26,10,1,0,0,9,6,0,2,0
