アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,72,29.0%,安打,82,65.6%
フライ,103,41.5%,四死球,43,34.4%
空三振,48,19.4%,失策出塁,0,0.0%
見三振,19,7.7%,野選,0,0.0%
犠打,6,2.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
