左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
32.0% (81),32.0% (81),32.0% (81),21.3% (54),21.3% (54),21.3% (54),46.6% (118),46.6% (118),46.6% (118)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
25.6% (20),0.0% (0),35.7% (61),29.5% (23),0.0% (0),18.1% (31),44.9% (35),100.0% (4),46.2% (79)
