条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.241,227,195,47,12,0,8,41,25,6,1,0
対左打者,0.219,146,128,28,4,0,4,32,15,0,3,0
