チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,3.27,4,4,0,0,2,0,0,0,0,0,0,22.0,21,1,22,11,1,11,8,1.45,0.241,1.13,-
日本ハム,17.18,1,1,0,0,0,0,0,0,0,0,0,3.2,11,0,5,3,1,7,7,3.82,0.524,4.5,-
楽天,2.81,5,4,1,2,0,1,0,1,0,0,0,25.2,17,5,18,12,3,8,8,1.13,0.187,6.0,99.00
オリックス,3.6,1,1,0,1,0,0,0,0,0,0,0,5.0,3,1,5,2,0,2,2,1.0,0.167,7.5,-
西武,4.67,3,3,0,0,3,0,0,0,0,0,0,17.1,17,4,13,8,0,9,9,1.44,0.262,0.5,-
