条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.235,387,362,85,9,3,11,91,18,1,5,1
対左打者,0.238,259,239,57,11,0,1,58,16,1,2,1
