HQS率-,SQS率-,被打率.287,被BABIP.341,被出塁率.368,被長打率.376,K/BB1.43,K/97.01,BB/94.91,HR/90.35,GO/AO0.66,援護率-,IPR2.33,NHB%15.4%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
3.20,76.9%,-1.46,-0.17,-2.33,167,4.2,0,0,25.2,11,4,21,
