月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
5月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
6月,.333,11,34,33,4,11,2,0,0,13,4,5,0,0,1,0,0,0,0,1,.353,.394,0.747
7月,.293,21,87,75,9,22,2,1,2,32,10,16,9,0,0,1,2,1,0,2,.360,.427,0.787
8月,.304,25,108,92,6,28,3,0,1,34,14,17,14,1,0,1,1,0,1,0,.393,.370,0.762
9月,.300,23,100,90,10,27,1,0,1,31,5,15,9,1,1,0,0,0,0,1,.370,.344,0.714
10月,.182,3,14,11,3,2,0,0,0,2,0,3,3,0,0,0,0,0,0,0,.357,.182,0.539
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
