条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.261,202,176,46,4,0,0,0,39,24,2,0,0,0.356
1塁,0.361,64,61,22,3,0,0,1,7,2,0,1,0,0.381
2塁,0.313,17,16,5,1,0,1,4,2,1,0,0,0,0.353
3塁,0.455,13,11,5,0,1,1,7,2,2,0,0,0,0.538
1・2塁,0.292,29,24,7,0,0,2,10,5,5,0,0,0,0.414
1・3塁,0.333,9,6,2,0,0,0,4,0,1,0,1,1,0.375
2・3塁,0.4,6,5,2,0,0,0,4,1,0,0,0,1,0.333
満塁,0.5,3,2,1,0,0,0,3,0,0,0,0,1,0.333
得点圏,0.344,77,64,22,1,1,4,32,10,9,0,1,3,0.408
