守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.308,16,71,65,7,20,2,0,2,28,11,7,6,0,0,0,0,0,0,1,.366,.431,0.797
二塁手,.300,57,242,207,23,62,4,1,2,74,18,44,29,2,1,2,3,1,1,3,.383,.357,0.741
三塁手,.240,6,26,25,2,6,2,0,0,8,3,5,0,0,1,0,0,0,0,0,.269,.320,0.589
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.500,4,4,4,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,.500,.500,1.0
