条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.294,53,51,15,5,0,0,0,2,0,0,0,0.321
1-0より,.436,40,39,17,2,1,0,0,0,0,0,1,0.425
2-0より,.250,8,8,2,1,0,1,0,0,0,0,0,0.25
3-0より,-,5,0,0,0,0,0,0,5,0,0,0,1.0
0-1より,.393,30,28,11,2,0,3,0,0,1,0,1,0.4
1-1より,.302,43,43,13,1,0,1,0,0,0,0,0,0.302
2-1より,.267,15,15,4,1,0,0,0,0,0,0,0,0.267
3-1より,.286,10,7,2,1,0,1,0,3,0,0,0,0.5
0-2より,.194,36,36,7,2,0,1,18,0,0,0,0,0.194
1-2より,.153,60,59,9,4,0,1,33,0,1,0,0,0.167
2-2より,.132,53,53,7,2,0,1,24,0,0,0,0,0.132
3-2より,.241,43,29,7,0,0,0,14,13,0,0,1,0.465
