打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,94,22,0.234,1,18,5,0,0,0.273
2打席目,93,14,0.151,4,28,4,0,2,0.182
3打席目,88,24,0.273,3,18,8,0,1,0.33
4打席目,72,27,0.375,1,19,6,0,0,0.423
5打席目以上,14,4,0.286,0,3,1,0,0,0.333
